_input,_num,_widgetName,_source,_resultNumber,_pageUrl,adress,year
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,14,Data Set: reformagkh ,Data Set: reformagkh ,14,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 7,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,15,Data Set: reformagkh ,Data Set: reformagkh ,15,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 8,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,16,Data Set: reformagkh ,Data Set: reformagkh ,16,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 9,1979
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,17,Data Set: reformagkh ,Data Set: reformagkh ,17,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 10,1979
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,18,Data Set: reformagkh ,Data Set: reformagkh ,18,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 11,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,19,Data Set: reformagkh ,Data Set: reformagkh ,19,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 12,1981
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,20,Data Set: reformagkh ,Data Set: reformagkh ,20,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 13,1983
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,21,Data Set: reformagkh ,Data Set: reformagkh ,21,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 14,1985
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,22,Data Set: reformagkh ,Data Set: reformagkh ,22,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 15,1985
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,23,Data Set: reformagkh ,Data Set: reformagkh ,23,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 16,1983
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,24,Data Set: reformagkh ,Data Set: reformagkh ,24,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 17,1988
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,25,Data Set: reformagkh ,Data Set: reformagkh ,25,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 18,1984
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,26,Data Set: reformagkh ,Data Set: reformagkh ,26,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 19,1986
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,27,Data Set: reformagkh ,Data Set: reformagkh ,27,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 20,1990
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,28,Data Set: reformagkh ,Data Set: reformagkh ,28,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 21,1992
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,29,Data Set: reformagkh ,Data Set: reformagkh ,29,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 22,1993
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,30,Data Set: reformagkh ,Data Set: reformagkh ,30,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Дачный ул. Мелиораторов д. 23,1994
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,31,Data Set: reformagkh ,Data Set: reformagkh ,31,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 1,1981
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,32,Data Set: reformagkh ,Data Set: reformagkh ,32,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 1а,1989
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,33,Data Set: reformagkh ,Data Set: reformagkh ,33,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 3,1982
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,34,Data Set: reformagkh ,Data Set: reformagkh ,34,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 4,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,35,Data Set: reformagkh ,Data Set: reformagkh ,35,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 5,1982
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,36,Data Set: reformagkh ,Data Set: reformagkh ,36,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 6,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,37,Data Set: reformagkh ,Data Set: reformagkh ,37,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. им Моисеева Ю.С. д. 7,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,38,Data Set: reformagkh ,Data Set: reformagkh ,38,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 1,1982
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,39,Data Set: reformagkh ,Data Set: reformagkh ,39,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 1а,1984
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,40,Data Set: reformagkh ,Data Set: reformagkh ,40,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 2,1998
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,41,Data Set: reformagkh ,Data Set: reformagkh ,41,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 3,1983
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,42,Data Set: reformagkh ,Data Set: reformagkh ,42,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 3а,1984
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,43,Data Set: reformagkh ,Data Set: reformagkh ,43,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 4,1995
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,44,Data Set: reformagkh ,Data Set: reformagkh ,44,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 4а,1995
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,45,Data Set: reformagkh ,Data Set: reformagkh ,45,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 5,1983
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,46,Data Set: reformagkh ,Data Set: reformagkh ,46,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 6,1993
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,47,Data Set: reformagkh ,Data Set: reformagkh ,47,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 8,1990
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,48,Data Set: reformagkh ,Data Set: reformagkh ,48,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 12,1987
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,49,Data Set: reformagkh ,Data Set: reformagkh ,49,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 12а,1988
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,50,Data Set: reformagkh ,Data Set: reformagkh ,50,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 14,н.д.
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,51,Data Set: reformagkh ,Data Set: reformagkh ,51,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 15,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,52,Data Set: reformagkh ,Data Set: reformagkh ,52,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 16,1986
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,53,Data Set: reformagkh ,Data Set: reformagkh ,53,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 19,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,54,Data Set: reformagkh ,Data Set: reformagkh ,54,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 19а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,55,Data Set: reformagkh ,Data Set: reformagkh ,55,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 20а,1994
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,56,Data Set: reformagkh ,Data Set: reformagkh ,56,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 20б,1995
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,57,Data Set: reformagkh ,Data Set: reformagkh ,57,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 25,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,58,Data Set: reformagkh ,Data Set: reformagkh ,58,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 27а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,59,Data Set: reformagkh ,Data Set: reformagkh ,59,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 31а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,60,Data Set: reformagkh ,Data Set: reformagkh ,60,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 33,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,61,Data Set: reformagkh ,Data Set: reformagkh ,61,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Майская д. 35,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,62,Data Set: reformagkh ,Data Set: reformagkh ,62,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Молодежная д. 22,н.д.
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,63,Data Set: reformagkh ,Data Set: reformagkh ,63,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Молодежная д. 28,1988
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,64,Data Set: reformagkh ,Data Set: reformagkh ,64,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Светлая д. 15,1991
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,65,Data Set: reformagkh ,Data Set: reformagkh ,65,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Светлая д. 17,1991
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,66,Data Set: reformagkh ,Data Set: reformagkh ,66,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Светлая д. 19,1991
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,67,Data Set: reformagkh ,Data Set: reformagkh ,67,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Светлая д. 21,1991
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,68,Data Set: reformagkh ,Data Set: reformagkh ,68,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Светлая д. 23,н.д.
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,69,Data Set: reformagkh ,Data Set: reformagkh ,69,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 8,1982
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,70,Data Set: reformagkh ,Data Set: reformagkh ,70,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 10,1982
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,71,Data Set: reformagkh ,Data Set: reformagkh ,71,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 12,1983
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,72,Data Set: reformagkh ,Data Set: reformagkh ,72,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 14,1986
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,73,Data Set: reformagkh ,Data Set: reformagkh ,73,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 18,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,74,Data Set: reformagkh ,Data Set: reformagkh ,74,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 22,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,75,Data Set: reformagkh ,Data Set: reformagkh ,75,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 24,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,76,Data Set: reformagkh ,Data Set: reformagkh ,76,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 24а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,77,Data Set: reformagkh ,Data Set: reformagkh ,77,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 26,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,78,Data Set: reformagkh ,Data Set: reformagkh ,78,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 26а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,79,Data Set: reformagkh ,Data Set: reformagkh ,79,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 28,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,80,Data Set: reformagkh ,Data Set: reformagkh ,80,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 32а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,81,Data Set: reformagkh ,Data Set: reformagkh ,81,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 36,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,82,Data Set: reformagkh ,Data Set: reformagkh ,82,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Жасминный ул. Строителей д. 36а,1978
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,83,Data Set: reformagkh ,Data Set: reformagkh ,83,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Абрикосовая д. 1,1976
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,84,Data Set: reformagkh ,Data Set: reformagkh ,84,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Абрикосовая д. 2,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,85,Data Set: reformagkh ,Data Set: reformagkh ,85,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Абрикосовая д. 5,1955
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,86,Data Set: reformagkh ,Data Set: reformagkh ,86,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Зональная д. 9Б,1979
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,87,Data Set: reformagkh ,Data Set: reformagkh ,87,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Молодежная д. 1,1977
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,88,Data Set: reformagkh ,Data Set: reformagkh ,88,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Молодежная д. 5,1980
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,89,Data Set: reformagkh ,Data Set: reformagkh ,89,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Молодежная д. 7,1960
webpage/url:https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000|,90,Data Set: reformagkh ,Data Set: reformagkh ,90,https://www.reformagkh.ru/myhouse?tid=2315095&sort=name&order=asc&page=1&limit=100000,г. Саратов п. Зональный ул. Молодежная д. 29,1979
